"","GENE_ID","LUSC1","LUSC2","LUSC3","LUSC4","LUSC5","LUSC6","NORM1","NORM2","NORM3"
"5985","ENSG00000128050.7",5204,14627,17861,14664,7078,9829,2053,1951,2929
"5986","ENSG00000128052.8",454,1816,895,1522,304,1982,19062,4071,8570
"5987","ENSG00000128059.7",786,2592,2299,2402,939,1928,385,312,435
"5988","ENSG00000128159.10",1053,1421,2298,3063,1916,1624,1958,1510,3769
"5989","ENSG00000128165.8",801,200,1875,2598,401,618,72,31,136
"5990","ENSG00000128185.8",1523,1829,2754,2586,3225,2045,2317,3394,2500
"5991","ENSG00000128191.12",1322,2144,2090,3041,3344,2710,1544,1084,2954
"5992","ENSG00000128203.6",291,254,387,351,307,726,144,92,229
"5993","ENSG00000128218.7",17,47,98,147,67,157,8,51,8
"5994","ENSG00000128228.4",1439,780,2387,1501,1685,1148,848,1492,1488
"5995","ENSG00000128242.11",4,16,2,22,13,17,88,118,193
"5996","ENSG00000128245.13",7637,7115,8185,12240,9328,12100,13577,8709,16783
"5997","ENSG00000128250.5",4,1,0,2,5,5,0,0,0
"5998","ENSG00000128253.12",0,2,4,3,0,6,15,6,2
"5999","ENSG00000128254.12",3,5,6,10,6,2,4,4,16
"6000","ENSG00000128262.7",17,20,40,55,13,35,31,17,29
"6001","ENSG00000128266.8",65,944,121,336,166,1051,271,90,480
"6002","ENSG00000128268.11",50,242,402,572,148,1213,2330,2454,10872
"6003","ENSG00000128271.18",2,21,18,27,15,9,50,44,78
"6004","ENSG00000128272.13",7409,16374,36140,31382,13347,16909,15204,15616,26396
"6005","ENSG00000128274.14",6380,481,12160,13958,2205,2915,1506,1526,2181
"6006","ENSG00000128276.9",0,1,1,2,0,1,1,2,8
"6007","ENSG00000128283.6",5538,6334,4086,5343,2769,3641,6453,3543,12395
"6008","ENSG00000128284.18",438,1252,1129,1927,131,647,11571,4703,9046
"6009","ENSG00000128285.4",86,52,12,25,10,84,16,9,11
"6010","ENSG00000128294.14",2572,1284,2426,3284,2508,3338,7535,3049,5319
"6011","ENSG00000128298.15",164,146,180,139,387,473,16,36,29
"6012","ENSG00000128309.15",4179,1923,3593,4711,4494,1898,2840,4337,3917
"6013","ENSG00000128310.2",4,2,3,0,5,0,1,1,2
"6014","ENSG00000128311.12",2797,1060,2059,4433,3763,2598,2368,4310,2948
"6015","ENSG00000128313.2",0,5,0,3,0,0,1,3,1
"6016","ENSG00000128322.6",0,18,15,12,3,5,8,2,9
"6017","ENSG00000128335.12",3747,2700,4836,3774,1757,2432,3667,2233,4454
"6018","ENSG00000128340.13",1578,2122,2338,5435,814,3554,7624,6413,11741
"6019","ENSG00000128342.4",358,372,235,737,1089,2096,749,805,2319
"6020","ENSG00000128346.9",186,94,328,373,341,797,226,84,218
"6021","ENSG00000128383.11",154,83,868,172,56,189,465,156,826
"6022","ENSG00000128394.15",539,315,485,1016,697,310,617,326,407
"6023","ENSG00000128408.8",20,353,267,48,228,60,259,50,74
"6024","ENSG00000128422.14",298141,25437,510633,385484,454187,300609,910,1045,378
"6025","ENSG00000128438.9",0,21,18,91,25,18,4,27,7
"6026","ENSG00000128463.11",2980,6681,4670,6197,2231,4854,4416,5964,5373
"6027","ENSG00000128482.14",33,13,7,46,149,17,119,94,132
"6028","ENSG00000128487.15",225,1395,1098,2719,865,1655,1438,944,2017
"6029","ENSG00000128510.9",44,28,23,173,26,171,16,65,2
"6030","ENSG00000128512.18",444,793,537,1273,644,1199,8885,3160,10709
"6031","ENSG00000128513.13",957,3347,1027,1450,1425,1847,1634,1418,1420
"6032","ENSG00000128519.3",0,0,0,0,0,0,0,0,0
"6033","ENSG00000128524.4",3953,6624,7952,8953,5091,5458,4297,11291,7215
"6034","ENSG00000128534.6",898,1534,1329,1955,1469,1538,869,1275,1255
"6035","ENSG00000128536.14",125,60,1565,177,35,88,2362,591,2295
"6036","ENSG00000128563.12",935,1879,1476,1978,1289,970,1100,1193,1753
"6037","ENSG00000128564.6",73,6,15,34,24,48,3,4,3
"6038","ENSG00000128567.15",855,4854,2084,3430,620,2491,20475,7022,25557
"6039","ENSG00000128573.21",661,256,1432,1604,962,1170,650,279,679
"6040","ENSG00000128578.8",170,284,242,164,417,272,69,73,134
"6041","ENSG00000128581.14",686,2143,1015,1193,745,1073,1493,1349,1540
"6042","ENSG00000128585.16",1633,1765,1948,3500,2004,3007,3928,1369,4071
"6043","ENSG00000128590.4",962,2422,1675,2809,1072,4007,4250,5758,4879
"6044","ENSG00000128591.14",1117,231,463,973,190,934,5473,1917,4516
"6045","ENSG00000128594.6",8556,289,4438,7007,6810,2191,1672,424,1204
"6046","ENSG00000128595.15",6451,16601,12858,20184,11256,25392,12974,8127,12273
"6047","ENSG00000128596.15",331,99,223,241,293,163,104,56,88
"6048","ENSG00000128602.8",3512,4132,5996,6864,5950,3452,770,347,719
"6049","ENSG00000128604.17",1310,634,738,1729,1031,1289,884,1576,1759
"6050","ENSG00000128606.11",13,202,59,833,25,630,488,337,184
"6051","ENSG00000128607.12",1559,3530,2379,4222,2477,4270,3753,1683,5422
"6052","ENSG00000128609.13",1754,3742,2313,3740,1712,2287,3926,4997,4124
"6053","ENSG00000128610.10",146,26,44,247,295,52,7,4,7
"6054","ENSG00000128617.2",55,89,122,131,53,321,156,110,268
"6055","ENSG00000128626.10",2624,5624,3301,2646,1440,2155,954,1882,1472
"6056","ENSG00000128641.16",4965,6375,6423,20378,3232,11999,19980,10212,25134
"6057","ENSG00000128645.12",13,16,2,42,18,42,43,92,176
"6058","ENSG00000128652.10",11,5,1,8,2,22,2,8,3
"6059","ENSG00000128654.12",1415,2213,2303,6105,1584,2314,1181,1737,1352
"6060","ENSG00000128655.15",5,39,13,15,10,19,29,10,10
"6061","ENSG00000128656.12",188,1163,733,1345,343,1112,3508,1956,1493
"6062","ENSG00000128683.12",126,39,75,167,193,9,14,10,9
"6063","ENSG00000128692.8",21,29,12,27,24,34,12,12,10
"6064","ENSG00000128694.10",362,748,546,1596,288,509,458,500,384
"6065","ENSG00000128699.12",1063,2836,2391,5687,778,2531,1900,2111,2097
"6066","ENSG00000128708.11",2137,4883,4911,4317,3322,2718,2582,2322,2952
"6067","ENSG00000128709.11",82,29,81,299,273,255,60,117,43
"6068","ENSG00000128710.5",122,36,16,529,95,1459,15,41,5
"6069","ENSG00000128713.12",184,28,7,367,93,495,0,1,0
"6070","ENSG00000128714.5",601,446,58,41,17,427,1,0,1
"6071","ENSG00000128731.14",3597,5195,3065,7040,3104,6225,4574,1657,7514
"6072","ENSG00000128739.19",1310,4956,1996,2101,1310,1050,5501,4618,5375
"6073","ENSG00000128789.19",2034,4107,2371,4039,2493,2286,2667,2992,3027
"6074","ENSG00000128791.10",3214,2991,2939,3407,3459,5463,4840,3999,5007
"6075","ENSG00000128805.13",48,206,161,411,28,212,237,216,200
"6076","ENSG00000128815.16",94,451,349,1292,120,731,1522,1111,5744
"6077","ENSG00000128829.10",4088,4076,2722,5491,2074,6004,4724,1675,6161
"6078","ENSG00000128833.11",1807,3859,402,1291,1435,1451,2985,2464,7470
"6079","ENSG00000128849.10",67,2831,232,882,157,1373,8905,4614,18816
"6080","ENSG00000128872.8",146,1033,221,781,112,2004,2465,846,2290
"6081","ENSG00000128881.15",639,503,1356,1951,688,1664,1787,620,1562
"6082","ENSG00000128886.10",33,88,100,104,27,45,44,28,25
"6083","ENSG00000128891.14",330,1106,683,730,417,583,1239,1811,1125
"6084","ENSG00000128908.14",1822,2414,1795,4198,1612,3151,3108,1661,6239
"6085","ENSG00000128915.10",2135,4257,1865,3073,1568,3459,3196,2041,2932
"6086","ENSG00000128917.6",286,1044,494,1052,212,1016,3378,1734,4576
"6087","ENSG00000128918.13",7,77,38,76,6,388,1830,2299,1636
"6088","ENSG00000128923.9",938,1434,877,2244,741,2968,4627,1967,5781
"6089","ENSG00000128928.7",3773,4929,1765,5204,2190,2678,4555,3674,8562
"6090","ENSG00000128944.12",2349,2441,1742,2954,1627,1334,329,777,557
"6091","ENSG00000128951.12",2781,5648,4256,4813,1729,3139,2004,3379,2426
"6092","ENSG00000128965.10",357,174,1526,1284,500,435,134,189,107
"6093","ENSG00000128973.10",3636,5667,4620,4696,2373,2637,2109,1629,3889
"6094","ENSG00000128989.9",10981,13802,8358,14375,5682,15989,13587,9783,18922
"6095","ENSG00000129003.14",2917,2329,1027,5254,1113,4482,6904,3327,8730
"6096","ENSG00000129007.13",195,433,197,243,124,338,331,148,203
"6097","ENSG00000129009.11",497,5259,4788,7786,1004,4098,7218,2363,5795
"6098","ENSG00000129028.7",199,145,140,193,83,203,273,233,177
"6099","ENSG00000129038.14",2844,1784,685,3421,554,2005,1326,701,1146
"6100","ENSG00000129048.6",18,29,84,126,16,16,702,879,529
"6101","ENSG00000129055.11",1418,4439,3230,4562,1678,3081,3499,3163,3931
"6102","ENSG00000129071.8",1666,5309,2705,3488,1599,3226,2322,1966,2698
"6103","ENSG00000129083.11",6283,11715,6372,12758,4058,10307,11010,8488,11830
"6104","ENSG00000129084.16",3243,6557,3733,7235,2613,4335,3506,3793,3403
"6105","ENSG00000129103.16",5290,4127,7231,9091,12386,6219,12170,13877,14240
"6106","ENSG00000129116.16",7012,6385,16148,60359,12019,17724,25431,8095,24150
"6107","ENSG00000129128.11",2726,6321,5570,8624,2195,8078,11648,10832,11009
"6108","ENSG00000129151.7",143,133,74,153,37,159,54,31,36
"6109","ENSG00000129152.3",3,1,1,1,1,0,0,0,0
"6110","ENSG00000129158.9",345,853,602,939,297,670,1033,912,1163
"6111","ENSG00000129159.6",5,10,1,2,7,10,3,0,4
"6112","ENSG00000129167.8",13,51,15,19,4,17,25,23,27
"6113","ENSG00000129170.7",0,1,0,0,0,0,0,2,1
"6114","ENSG00000129173.11",416,1159,239,633,288,341,57,35,33
"6115","ENSG00000129187.13",1943,3818,2887,4125,1759,4695,4362,3823,6350
"6116","ENSG00000129194.6",1148,77,3425,2382,2896,1158,73,62,93
"6117","ENSG00000129195.14",559,2085,986,2106,1320,208,51,59,29
"6118","ENSG00000129197.13",576,2080,1440,2559,1771,536,1022,2118,1676
"6119","ENSG00000129204.15",9,32,26,142,16,15,26,126,169
"6120","ENSG00000129214.13",2,2,6,28,5,1,20,18,39
"6121","ENSG00000129219.12",510,709,2172,2874,1613,1718,2099,1123,2634
"6122","ENSG00000129221.13",2,3,0,1,1,0,0,1,0
"6123","ENSG00000129226.12",19,80,54,256,42,47,115,188,382
"6124","ENSG00000129235.9",1094,1679,3588,3543,2051,2081,1155,2964,1633
"6125","ENSG00000129244.7",15,57,58,112,30,69,1065,244,592
"6126","ENSG00000129245.10",1341,2429,2460,5065,3948,2012,2924,1964,5068
"6127","ENSG00000129250.10",2842,4226,5430,12121,6962,6711,24769,13720,39130
"6128","ENSG00000129255.13",583,2892,4922,6005,2722,2077,3798,4157,5343
"6129","ENSG00000129292.19",2001,2729,2310,5441,2004,4479,2554,1595,3355
"6130","ENSG00000129295.7",8,147,182,43,2,41,479,198,246
"6131","ENSG00000129315.8",1647,5369,1549,3971,1998,4230,2315,1585,3450
"6132","ENSG00000129317.13",925,1779,793,1674,639,1878,1114,776,1123
"6133","ENSG00000129347.18",2896,2437,3632,4666,5845,1949,1560,848,1970
"6134","ENSG00000129351.16",18407,31765,20599,26563,20460,13854,11491,6765,18470
"6135","ENSG00000129353.13",9861,13940,5001,13748,11421,10168,38623,12141,37401
"6136","ENSG00000129354.10",2952,5642,1744,1504,1807,2165,1806,2654,4173
"6137","ENSG00000129355.6",401,914,720,758,1056,735,706,656,1173
"6138","ENSG00000129422.12",6719,1723,7801,7168,3920,7355,8745,5722,17574
"6139","ENSG00000129437.8",441,302,93,165,28,266,54,22,38
"6140","ENSG00000129450.7",40,193,111,231,15,302,382,505,1210
"6141","ENSG00000129451.10",3212,689,34798,13108,377,5267,1023,1300,2162
"6142","ENSG00000129455.14",190,239,2067,182,31,308,6,3,3
"6143","ENSG00000129460.14",1268,4141,1945,2526,1834,1035,1471,1834,2217
"6144","ENSG00000129465.14",94,236,200,456,231,239,812,752,1133
"6145","ENSG00000129467.12",122,314,451,597,118,173,2865,1639,2173
"6146","ENSG00000129472.11",786,1610,1257,1756,1049,1254,1714,1492,2450
"6147","ENSG00000129473.8",1662,3307,2957,5384,2920,3225,6125,2740,7860
"6148","ENSG00000129474.14",3280,2896,4735,3754,3901,2719,2356,1865,3998
"6149","ENSG00000129480.11",888,2198,1967,1774,1561,1429,1112,1336,1418
"6150","ENSG00000129484.12",1271,2450,1418,2465,1858,640,838,818,1048
"6151","ENSG00000129493.13",767,1974,913,2276,1180,1617,2051,1306,2735
"6152","ENSG00000129514.5",637,1201,1485,1011,1949,701,1455,1067,2165
"6153","ENSG00000129515.17",3636,8939,3397,7192,2894,4353,5375,5021,4274
"6154","ENSG00000129518.7",1478,4295,1510,2730,1469,1187,2547,3398,2660
"6155","ENSG00000129521.12",3254,10036,1244,8830,5201,4586,960,969,617
"6156","ENSG00000129534.12",1628,1829,1349,2145,1225,1303,1466,1372,1612
"6157","ENSG00000129535.11",69,139,61,123,65,31,163,134,228
"6158","ENSG00000129538.12",882,17024,2503,11876,616,15508,59326,58708,72187
"6159","ENSG00000129559.11",2807,4377,4243,4913,2754,2620,3895,5771,4529
"6160","ENSG00000129562.9",3747,5791,5956,8166,4288,4536,7980,9094,8021
"6161","ENSG00000129566.11",1293,2018,1125,3299,1498,2394,2634,1463,3478
"6162","ENSG00000129595.11",198,170,275,506,359,390,1561,483,1685
"6163","ENSG00000129596.4",191,11,29,80,6,47,1673,633,920
"6164","ENSG00000129625.11",2836,6032,5138,6406,2740,6751,12878,12372,19185
"6165","ENSG00000129636.11",1406,1914,1790,8802,1938,5091,5178,3042,6205
"6166","ENSG00000129646.12",145,755,194,575,620,106,225,160,190
"6167","ENSG00000129654.7",593,1437,2592,49,2,21,3294,929,1911
"6168","ENSG00000129657.13",3098,6491,4317,7741,3938,5933,12114,3445,25742
"6169","ENSG00000129667.11",3084,2615,3106,4235,2891,4899,1563,834,3954
"6170","ENSG00000129673.8",19,0,23,25,13,22,2,6,19
"6171","ENSG00000129675.14",145,825,440,1261,151,1431,7323,3082,7172
"6172","ENSG00000129680.14",603,556,1027,167,393,1105,1433,612,1283
"6173","ENSG00000129682.12",297,267,523,1063,606,246,576,306,313
"6174","ENSG00000129691.14",1830,6443,2723,5140,2851,2730,3571,2836,4232
"6175","ENSG00000129696.11",635,866,922,1319,718,835,761,604,758
"6176","ENSG00000129744.2",2,0,0,0,1,0,13,21,130
"6177","ENSG00000129749.3",22,74,73,28,22,11,47,84,269
"6178","ENSG00000129757.11",180,4606,387,994,131,425,2752,2025,2437
"6179","ENSG00000129810.13",337,485,430,450,428,270,36,24,12
"6180","ENSG00000129816.5",0,0,0,0,0,0,0,0,0
"6181","ENSG00000129824.14",4,31,22165,3035,0,11207,14023,10,12
"6182","ENSG00000129845.5",0,0,0,0,0,0,0,0,0
"6183","ENSG00000129862.6",0,0,0,0,0,0,0,0,0
"6184","ENSG00000129864.6",0,0,0,0,0,0,0,0,0
"6185","ENSG00000129873.6",0,0,0,0,0,0,0,0,0
"6186","ENSG00000129910.6",2,18,20,19,4,26,32,86,93
"6187","ENSG00000129911.7",1672,1363,1687,2620,1737,1473,675,531,1967
"6188","ENSG00000129925.9",3784,3047,3053,3409,2866,3498,4061,3019,6944
"6189","ENSG00000129932.6",972,1204,1100,1254,732,337,487,336,1284
"6190","ENSG00000129933.19",2466,5734,5753,5319,4172,2998,3525,2320,6351
"6191","ENSG00000129946.9",202,612,228,1192,796,321,1200,945,1235
"6192","ENSG00000129951.17",35,2973,193,9,2,2,285,83,280
"6193","ENSG00000129965.12",0,0,0,0,0,0,0,0,0
"6194","ENSG00000129968.14",1560,2215,1900,2275,1876,768,2236,2264,3463
"6195","ENSG00000129988.5",8,6,62,31,0,12,9,7,4
"6196","ENSG00000129990.13",99,8,11,18,3,40,0,17,26
"6197","ENSG00000129991.11",576,23,33,34,5,18,9,96,85
"6198","ENSG00000129993.13",284,382,215,410,163,224,1533,516,1833
"6199","ENSG00000130005.10",1073,140,1732,1696,3381,1036,516,424,450
"6200","ENSG00000130021.12",830,728,1206,1176,1668,859,1331,1915,2637
"6201","ENSG00000130023.14",547,1454,513,821,811,743,876,942,1222
"6202","ENSG00000130024.13",2236,8949,2205,3799,2689,4445,4774,2803,6109
"6203","ENSG00000130032.14",2,80,175,241,268,153,270,114,225
"6204","ENSG00000130035.5",14,8,12,24,1,3,27,12,55
"6205","ENSG00000130037.4",1,31,29,21,2,11,917,63,200
"6206","ENSG00000130038.8",384,650,270,495,80,367,546,124,414
"6207","ENSG00000130045.14",1,20,19,48,31,9,17,23,36
"6208","ENSG00000130052.12",87,370,180,510,89,386,5353,1179,7378
"6209","ENSG00000130054.4",530,5,83,414,28,192,29,12,6
"6210","ENSG00000130055.12",235,5,76,111,25,166,18,3,6
"6211","ENSG00000130066.15",23720,18237,12899,23492,16943,25324,16738,31104,46458
"6212","ENSG00000130119.14",744,820,604,1380,555,973,817,259,1051
"6213","ENSG00000130147.14",3004,12549,4365,5706,3952,7065,6470,1549,10953
"6214","ENSG00000130150.10",649,1326,898,1629,618,1127,1794,1969,2077
"6215","ENSG00000130158.12",3326,3015,2064,4252,3288,3233,7951,3170,8058
"6216","ENSG00000130159.12",2405,3798,2757,3601,2411,1561,2461,2305,2559
"6217","ENSG00000130164.10",6361,2663,7586,11408,16177,17900,23273,8219,62452
"6218","ENSG00000130165.9",2066,3397,3181,3064,3128,1873,2073,2281,3368
"6219","ENSG00000130167.12",3,4,4,5,5,1,0,0,6
"6220","ENSG00000130173.12",3,3,1,6,2,1,4,7,3
"6221","ENSG00000130175.8",14008,22020,17414,20200,19497,14347,15695,7888,23867
"6222","ENSG00000130176.6",500,391,1155,1427,188,901,9381,3542,3683
"6223","ENSG00000130177.13",3399,3078,3191,2768,1646,2838,3398,2597,4071
"6224","ENSG00000130182.6",6,2,1,2,4,5,3,5,6
"6225","ENSG00000130193.7",1601,3993,1145,3056,1633,2403,2146,1400,2628
"6226","ENSG00000130201.6",147,186,164,335,105,187,880,195,159
"6227","ENSG00000130202.8",5179,8616,3983,5783,3413,4669,6397,3996,12457
"6228","ENSG00000130203.8",2321,21700,8297,14568,1013,5744,8938,22680,9591
"6229","ENSG00000130204.11",5642,7882,7982,6146,3999,3734,1648,1802,4225
"6230","ENSG00000130208.8",522,5402,2252,3219,92,2225,4843,23015,9754
"6231","ENSG00000130222.9",57,688,250,395,184,199,399,476,1296
"6232","ENSG00000130224.13",16,75,35,138,21,142,876,547,800
"6233","ENSG00000130226.15",2,120,0,10,2,7,281,37,1016
"6234","ENSG00000130227.15",4913,6043,6254,6162,5704,5301,5454,2822,7313
"6235","ENSG00000130234.9",126,32,137,163,172,218,182,125,173
"6236","ENSG00000130244.11",471,811,729,1028,509,537,609,1158,860
"6237","ENSG00000130254.10",2089,2841,3133,3878,2829,1717,2633,1596,5096
"6238","ENSG00000130255.11",12527,29196,29662,28520,11114,13387,11562,32484,14449
"6239","ENSG00000130270.15",311,50,511,331,252,165,128,57,124
"6240","ENSG00000130283.8",0,0,0,0,0,0,0,0,0
"6241","ENSG00000130287.12",0,7,3,3,2,1,1,1,0
"6242","ENSG00000130294.13",2586,4798,8,524,285,119,18,42,31
"6243","ENSG00000130299.15",1135,1604,3336,1762,2213,713,508,509,878
"6244","ENSG00000130300.7",1845,3424,4016,6989,1472,4970,10872,2714,3408
"6245","ENSG00000130303.11",994,4085,3034,14537,433,1163,13859,11199,11667
"6246","ENSG00000130304.15",850,1237,1401,1353,526,818,2242,1370,2861
"6247","ENSG00000130305.15",1028,2428,1496,2214,1628,1178,905,1087,1585
"6248","ENSG00000130307.10",29,85,111,107,31,54,1528,863,1089
"6249","ENSG00000130309.9",8536,12034,16635,14149,14830,10588,5037,5930,12190
"6250","ENSG00000130311.9",1592,3381,4777,3143,2228,2785,2143,2233,4039
"6251","ENSG00000130312.5",1822,3668,4407,2903,2105,1096,2156,4132,2341
"6252","ENSG00000130313.5",3214,1864,4400,2729,2143,1727,2282,2303,3195
"6253","ENSG00000130332.13",2036,5103,4214,3749,2661,1217,1025,2616,1659
"6254","ENSG00000130338.11",3258,3016,1034,2651,2616,3477,1520,699,3038
"6255","ENSG00000130340.13",1256,5204,2403,5139,2482,4808,4318,2096,5217
"6256","ENSG00000130347.11",588,681,334,416,459,461,307,358,364
"6257","ENSG00000130348.10",899,1859,774,1273,1096,1154,1271,880,1319
"6258","ENSG00000130349.8",482,682,480,751,570,721,548,693,589
"6259","ENSG00000130363.10",614,1367,843,1103,701,1753,1625,1046,2577
"6260","ENSG00000130368.5",1,2,1,2,1,0,1,3,2
"6261","ENSG00000130377.12",4,8,2,6,6,9,3,9,17
"6262","ENSG00000130382.8",5131,7029,4960,6913,6269,3422,7501,2707,12639
"6263","ENSG00000130383.7",1,3,0,4,4,0,0,0,1
"6264","ENSG00000130385.5",0,0,1,0,0,0,1,2,4
"6265","ENSG00000130396.19",2892,8047,2496,5529,4426,7031,13390,5159,18019
"6266","ENSG00000130402.10",26513,31471,26916,42815,21018,33118,52690,22013,80691
"6267","ENSG00000130413.14",21,301,320,92,42,129,815,374,720
"6268","ENSG00000130414.10",1956,4664,3670,4167,1948,4478,3823,3184,4683
"6269","ENSG00000130427.2",20,6,4,7,9,0,0,1,4
"6270","ENSG00000130429.11",3100,5093,7591,12211,6629,10019,13231,14698,20623
"6271","ENSG00000130433.6",2,11,370,4,0,1,343,65,122
"6272","ENSG00000130449.5",451,594,1118,1553,1421,1394,1347,831,2738
"6273","ENSG00000130475.13",595,887,256,435,189,318,394,420,604
"6274","ENSG00000130477.13",15,28,8,28,8,26,41,28,34
"6275","ENSG00000130479.9",2958,4043,4348,3284,3088,1315,2713,1402,6247
"6276","ENSG00000130487.5",144,169,323,339,49,939,151,70,165
"6277","ENSG00000130489.11",839,1105,1948,1444,666,1126,883,1413,1388
"6278","ENSG00000130508.9",1428,7331,6365,14544,11520,6440,6368,1608,8015
"6279","ENSG00000130511.14",1568,1880,3862,2229,1945,878,2346,1828,2520
"6280","ENSG00000130513.6",160,247,523,1348,2074,248,858,2660,2295
"6281","ENSG00000130517.12",354,928,704,1654,2375,909,2706,1473,3438
"6282","ENSG00000130518.15",502,240,56,209,176,253,693,935,2793
"6283","ENSG00000130520.9",6901,10947,13913,8595,12682,4409,3156,5747,4081
"6284","ENSG00000130522.5",3322,7993,7267,8522,5940,3717,15828,10134,30514
"6285","ENSG00000130528.10",10,30,7,30,7,20,164,92,200
"6286","ENSG00000130529.14",3093,1277,2775,2976,2397,2319,3135,1545,4199
"6287","ENSG00000130538.4",0,0,0,0,0,0,0,0,0
"6288","ENSG00000130540.12",6,107,4,10,25,27,1,3,7
"6289","ENSG00000130544.10",397,1273,522,768,454,505,463,712,727
"6290","ENSG00000130545.14",1081,1249,777,1163,841,631,763,1840,2175
"6291","ENSG00000130558.17",1003,334,906,799,1226,23035,1619,835,2970
"6292","ENSG00000130559.17",3378,3304,2138,5819,5001,3842,2475,1259,4336
"6293","ENSG00000130560.7",1728,5268,4666,4394,2929,3597,2638,2382,2656
"6294","ENSG00000130561.15",0,2,1,1,1,0,6,8,3
"6295","ENSG00000130584.9",178,251,242,500,159,659,1523,574,1542
"6296","ENSG00000130589.15",1318,4550,1749,4555,486,2222,4175,1151,8094
"6297","ENSG00000130590.12",322,472,194,418,224,334,222,170,282
"6298","ENSG00000130592.12",731,2586,2433,4806,431,2247,6973,6240,11792
"6299","ENSG00000130595.15",107,9,129,144,5,9,99,229,78
"6300","ENSG00000130598.14",42,16,45,83,10,20,86,771,275
"6301","ENSG00000130600.14",4464,567,387,2141,14,245,1020,932,1238
"6302","ENSG00000130612.13",0,7,1,2,7,0,20,3,26
"6303","ENSG00000130635.14",4920,12990,13567,52443,6376,33772,6085,2236,7327
"6304","ENSG00000130638.14",5327,4547,10101,11983,2752,7890,7134,5644,8227
"6305","ENSG00000130640.12",1678,3043,3625,3172,2422,3438,4838,3070,7567
